Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,220.61,безналичный,Минск,МаксБанк-THHM-386,25-10-2024,09:37:23,недостаточно средств,нет,0.0
физ. лицо,получение средств,4041.1,безналичный,Минск,Белинвестбанк-GBYH-194,28-05-2024,17:28:43,успешно,нет,0.0
юр. лицо,списание средств,4163.74,наличный,Минск,Приорбанк-OZFY-676,05-04-2015,12:39:20,успешно,нет,0.0
юр. лицо,списание средств,1270.77,наличный,Минск,БелАгропромбанк-EYEI-535,16-11-2003,08:47:36,успешно,нет,0.0
юр. лицо,списание средств,2711.09,наличный,Минск,Белинвестбанк-OIXK-207,13-11-2001,14:56:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2414.27,наличный,Минск,Белинвестбанк-QAXX-953,13-09-2009,11:19:16,неправильный ввод пин-кода,да,70.1
юр. лицо,получение средств,815.23,безналичный,Минск,БелАгропромбанк-LORQ-931,05-03-2005,04:14:43,успешно,нет,0.0
юр. лицо,получение средств,3669.49,безналичный,Минск,Белинвестбанк-CQYS-281,25-10-2001,07:37:00,успешно,нет,0.0
юр. лицо,получение средств,4215.77,наличный,Минск,Белинвестбанк-VUMY-819,14-09-2001,09:08:49,успешно,нет,0.0
юр. лицо,списание средств,2320.94,наличный,Минск,БелАгропромбанк-JGWX-567,07-02-2014,16:57:58,недостаточно средств,да,96.98
юр. лицо,получение средств,290.68,безналичный,Минск,Беларусбанк-DPFI-715,15-12-2023,10:40:51,успешно,нет,0.0
физ. лицо,списание средств,1645.7,наличный,Минск,БелАгропромбанк-VEHF-234,11-09-2016,03:22:42,недостаточно средств,да,76.29
физ. лицо,получение средств,171.75,безналичный,Минск,Беларусбанк-GQQA-749,22-07-2000,03:37:57,успешно,нет,0.0
физ. лицо,списание средств,3544.6,наличный,Минск,Белинвестбанк-AADS-404,22-01-2011,12:47:57,недостаточно средств,да,304.41
юр. лицо,списание средств,1408.42,безналичный,Минск,Беларусбанк-LGBX-142,30-07-2019,20:45:51,неправильный ввод пин-кода,да,99.14
физ. лицо,списание средств,1665.26,безналичный,Минск,БелАгропромбанк-NFLB-505,08-05-2015,01:23:35,успешно,нет,0.0
юр. лицо,получение средств,323.31,наличный,Минск,БелАгропромбанк-EFNJ-636,25-02-2008,01:51:10,успешно,нет,0.0
физ. лицо,получение средств,1070.38,безналичный,Минск,БелАгропромбанк-AVMS-105,24-06-2018,22:39:05,успешно,нет,0.0
физ. лицо,получение средств,1916.78,безналичный,Минск,МаксБанк-PYFD-072,22-08-2019,22:17:14,успешно,нет,0.0
юр. лицо,получение средств,1191.25,наличный,Минск,Белинвестбанк-TEHB-780,01-08-2000,16:42:26,успешно,нет,0.0
юр. лицо,получение средств,565.16,наличный,Минск,Беларусбанк-PNKO-348,13-01-2003,21:02:31,успешно,нет,0.0
физ. лицо,получение средств,3949.42,безналичный,Минск,Белинвестбанк-ZVMI-541,20-11-2010,12:26:34,успешно,нет,0.0
юр. лицо,списание средств,972.63,безналичный,Минск,МаксБанк-HPTB-982,16-06-2015,22:50:36,недостаточно средств,нет,0.0
юр. лицо,списание средств,26.72,безналичный,Минск,МаксБанк-EERK-105,24-04-2014,07:06:06,успешно,нет,0.0
физ. лицо,получение средств,4311.76,безналичный,Минск,БелАгропромбанк-RTJL-429,06-04-2020,00:50:31,успешно,нет,0.0
физ. лицо,получение средств,569.83,наличный,Минск,БелАгропромбанк-YVOI-215,05-11-2016,08:08:44,успешно,нет,0.0
юр. лицо,получение средств,698.86,наличный,Минск,Белинвестбанк-BTZC-904,09-10-2011,00:51:04,успешно,нет,0.0
юр. лицо,получение средств,1722.49,безналичный,Минск,Беларусбанк-MWNW-352,16-06-2019,17:14:39,успешно,нет,0.0
юр. лицо,получение средств,3513.28,наличный,Минск,МаксБанк-VUTA-759,31-05-2009,07:11:32,успешно,нет,0.0
физ. лицо,получение средств,4455.64,безналичный,Минск,БелАгропромбанк-QSJV-237,20-02-2000,05:32:50,успешно,нет,0.0
юр. лицо,получение средств,2931.69,безналичный,Минск,Беларусбанк-TIFH-737,04-12-2012,17:19:42,успешно,нет,0.0
физ. лицо,получение средств,1979.47,безналичный,Минск,Белинвестбанк-ZRSR-809,15-03-2008,01:37:32,успешно,нет,0.0
физ. лицо,получение средств,1322.21,безналичный,Минск,БелАгропромбанк-OFMI-804,22-12-2015,20:01:46,успешно,нет,0.0
физ. лицо,списание средств,4871.58,наличный,Минск,Приорбанк-XLHO-503,10-06-2005,02:01:20,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,462.61,безналичный,Минск,БелАгропромбанк-KMRL-674,29-03-2002,11:22:24,неправильный ввод пин-кода,да,11.21
физ. лицо,списание средств,3889.34,наличный,Минск,Беларусбанк-UNWN-011,28-08-2018,12:24:09,недостаточно средств,нет,0.0
физ. лицо,списание средств,1854.36,безналичный,Минск,Приорбанк-KTBX-528,16-02-2016,18:24:45,недостаточно средств,да,58.27
физ. лицо,списание средств,4443.18,безналичный,Минск,Беларусбанк-UXQO-325,28-05-2011,07:27:52,недостаточно средств,да,389.44
физ. лицо,списание средств,3875.37,наличный,Минск,МаксБанк-VBSO-355,14-12-2009,22:11:19,успешно,да,195.71
юр. лицо,списание средств,3747.12,безналичный,Минск,Белинвестбанк-TSOW-989,23-10-2009,10:51:42,недостаточно средств,нет,0.0
физ. лицо,получение средств,3467.38,безналичный,Минск,Белинвестбанк-IFUG-184,15-07-2001,06:06:12,успешно,нет,0.0
физ. лицо,списание средств,1721.77,безналичный,Минск,Белинвестбанк-PMNZ-398,21-03-2011,15:23:42,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,36.84,наличный,Минск,Беларусбанк-SUVJ-811,02-06-2024,06:45:50,успешно,нет,0.0
юр. лицо,получение средств,3885.61,наличный,Минск,Приорбанк-IGLQ-128,06-01-2003,11:20:54,успешно,нет,0.0
юр. лицо,списание средств,613.03,безналичный,Минск,БелАгропромбанк-NAZH-237,07-09-2014,09:05:01,успешно,да,39.23
юр. лицо,списание средств,3815.5,безналичный,Минск,Приорбанк-QNWK-831,16-04-2011,20:22:29,успешно,да,204.84
юр. лицо,списание средств,1725.47,безналичный,Минск,БелАгропромбанк-GFTG-108,19-02-2004,01:29:28,успешно,да,155.08
